Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area,Weeks Avg
2010,Monster Hunter Freedom 3,PSP,5,3762348,3762348,Japan,752469.6
2014,Youkai Watch 2 Shinuchi,3DS,3,2044325,2044325,Japan,681441.666666667
2018,Super Smash Bros. (2018),NS,4,2405404,2405404,Japan,601351
2009,Final Fantasy XIII,PS3,3,1752245,1752245,Japan,584081.666666667
2009,New Super Mario Bros. Wii,Wii,5,2746870,2746870,Japan,549374
2016,Pokemon Sun/Moon,3DS,7,3286865,3286865,Japan,469552.142857143
2015,Monster Hunter X,3DS,6,2541984,2541984,Japan,423664
2014,Pocket Monsters Omega Ruby and Alpha Sapphire,3DS,6,2445273,2445273,Japan,407545.5
2010,Pokemon Black / White Version,DS,16,5050908,5050908,Japan,315681.75
2013,Pocket Monsters X/Y,3DS,13,3937983,3937983,Japan,302921.769230769
2017,Pokemon: Ultra Sun and Ultra Moon,3DS,7,2069245,2069245,Japan,295606.428571429
2013,Puzzle & Dragons Z,3DS,4,1158389,1158389,Japan,289597.25
2012,Animal Crossing: Jump Out,3DS,8,2066259,2066259,Japan,258282.375
2008,Dissidia: Final Fantasy,PSP,3,759598,759598,Japan,253199.333333333
2011,Monster Hunter 3G,3DS,4,986674,986674,Japan,246668.5
2011,Final Fantasy XIII-2,PS3,3,716727,716727,Japan,238909
2011,Mario Kart 7,3DS,5,1189238,1189238,Japan,237847.6
2015,Monster Strike 3DS,3DS,3,712244,712244,Japan,237414.666666667
2009,The Legend of Zelda: Spirit Tracks,DS,2,427904,427904,Japan,213952
2007,Final Fantasy IV,DS,2,425476,425476,Japan,212738
2009,Pokemon Heart Gold / Soul Silver Version,DS,17,3556510,3556510,Japan,209206.470588235
2007,Super Robot Taisen OG: Original Generations Gaiden,PS2,1,203209,203209,Japan,203209
2014,Monster Hunter 4G,3DS,12,2364646,2364646,Japan,197053.833333333
2013,Monster Hunter 4,3DS,17,3234463,3234463,Japan,190262.529411765
2016,Yo-Kai Watch 3: Sukiyaki,3DS,3,562730,562730,Japan,187576.666666667
2016,Final Fantasy XV,PS4,5,886778,886778,Japan,177355.6
2007,Wii Fit,Wii,5,878716,878716,Japan,175743.2
2007,Dragon Quest IV: Chapters of the Chosen,DS,6,1021037,1021037,Japan,170172.833333333
2010,Donkey Kong Country Returns,Wii,4,674144,674144,Japan,168536
2016,Super Mario Maker,3DS,5,821410,821410,Japan,164282
2009,Dragon Quest IX: Sentinels of the Starry Skies,DS,26,4135942,4135942,Japan,159074.692307692
2007,Mario Party DS,DS,8,1261005,1261005,Japan,157625.625
2010,AKB1/48: Idol to Koishitara...,PSP,2,299763,299763,Japan,149881.5
2013,The Legend of Zelda: A Link Between Worlds,3DS,2,296226,296226,Japan,148113
2017,Super Mario Odyssey,NS,10,1466514,1466514,Japan,146651.4
2008,White Knight Chronicles: International Edition,PS3,2,280963,280963,Japan,140481.5
2008,Animal Crossing: City Folk,Wii,7,969900,969900,Japan,138557.142857143
2011,Musou Orochi 2,PS3,2,273787,273787,Japan,136893.5
2008,Pokemon Platinum Version,DS,17,2295013,2295013,Japan,135000.764705882
2017,Yo-kai Watch Busters 2: Legend of the Secret Treasure Banbarayar - Sword/Magnum,3DS,3,398931,398931,Japan,132977
2012,Yakuza 5,PS3,4,516309,516309,Japan,129077.25
2014,Dairantou Smash Bros. for Nintendo 3DS,3DS,16,2015892,2015892,Japan,125993.25
2012,Fantasy Life,3DS,1,125948,125948,Japan,125948
2011,Super Mario 3D Land,3DS,9,1092219,1092219,Japan,121357.666666667
2014,Youkai Watch 2 Ganso/Honke,3DS,25,3033211,3033211,Japan,121328.44
2014,Dairantou Smash Bros. for Wii U,WiiU,4,479092,479092,Japan,119773
2007,Professor Layton and the Diabolical Box,DS,5,594481,594481,Japan,118896.2
2018,"Pokemon: Let's Go, Pikachu!",NS,7,822766,822766,Japan,117538
2010,Inazuma Eleven 3: Sekai e no Chousen!! The Ogre,DS,3,346158,346158,Japan,115386
2012,One Piece: Romance Dawn - Bouken no Yoake,PSP,2,226250,226250,Japan,113125
2013,Final Fantasy X / X-2 HD Remaster,PS3,2,226139,226139,Japan,113069.5
2008,Kirby Super Star Ultra,DS,9,985351,985351,Japan,109483.444444444
2008,Professor Layton and the Unwound Future,DS,6,650098,650098,Japan,108349.666666667
2014,Final Fantasy Explorers,3DS,2,216512,216512,Japan,108256
2016,Momotaro Dentetsu 2017: Tachiagare Nippon!!,3DS,2,208880,208880,Japan,104440
2012,Pokemon Black / White Version 2,DS,28,2908695,2908695,Japan,103881.964285714
2012,Inazuma Eleven Go 2: Chrono Stone,3DS,3,311449,311449,Japan,103816.333333333
2009,Professor Layton and the Last Specter,DS,6,609752,609752,Japan,101625.333333333
2009,Wii Fit Plus,Wii,14,1417374,1417374,Japan,101241
2009,Phantasy Star Portable 2,PSP,5,499220,499220,Japan,99844
2012,Paper Mario: Sticker Star,3DS,4,398838,398838,Japan,99709.5
2010,Ninokuni: Shikkoku no Madoushi,DS,4,395189,395189,Japan,98797.25
2010,Dynasty Warriors: Gundam 3,PS3,3,290691,290691,Japan,96897
2010,The 3rd Birthday,PSP,2,193002,193002,Japan,96501
2013,Final Fantasy X / X-2 HD Remaster,PSV,2,190888,190888,Japan,95444
2011,Inazuma Eleven GO,3DS,3,283838,283838,Japan,94612.6666666667
2010,Gran Turismo 5,PS3,6,560970,560970,Japan,93495
2012,New Super Mario Bros. U,WiiU,4,373556,373556,Japan,93389
2011,Kidou Senshi Gundam: Extreme VS,PS3,5,452195,452195,Japan,90439
2007,Pro Evolution Soccer 2008,PS2,6,519556,519556,Japan,86592.6666666667
2009,Tomodachi Collection,DS,29,2505165,2505165,Japan,86385
2007,Super Mario Galaxy,Wii,9,770123,770123,Japan,85569.2222222222
2008,Dynasty Warriors: Gundam 2,PS3,3,255858,255858,Japan,85286
2012,Fist of the North Star: Ken's Rage 2,PS3,2,167808,167808,Japan,83904
2010,Mario Sports Mix,Wii,6,499732,499732,Japan,83288.6666666667
2012,AKB1/149: Love Election,PSP,2,165357,165357,Japan,82678.5
2007,Pokemon Mystery Dungeon: Explorers of Time / Darkness,DS,16,1320516,1320516,Japan,82532.25
2015,Yo-Kai Watch Busters: Red Cat Team / White Dog Squad,3DS,26,2137693,2137693,Japan,82218.9615384615
2016,Yakuza 6,PS4,4,313544,313544,Japan,78386
2017,Splatoon 2,NS,24,1873416,1873416,Japan,78059
2017,Dragon Quest XI,3DS,23,1790696,1790696,Japan,77856.347826087
2012,New Super Mario Bros. 2,3DS,23,1766962,1766962,Japan,76824.4347826087
2011,Final Fantasy Type-0,PSP,10,753522,753522,Japan,75352.2
2010,Super Mario All-Stars: Limited Edition,Wii,11,824575,824575,Japan,74961.3636363636
2009,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,5,371412,371412,Japan,74282.4
2018,Dragon Quest Builders 2,PS4,2,147755,147755,Japan,73877.5
2018,"Pokemon: Let's Go, Eevee!",NS,7,513055,513055,Japan,73293.5714285714
2018,Judgment,PS4,3,217587,217587,Japan,72529
2018,Dragon Quest Builders 2,NS,2,142555,142555,Japan,71277.5
2009,Inazuma Eleven 2: Kyoui no Shinryokusha,DS,14,982512,982512,Japan,70179.4285714286
2008,Taiko no Tatsujin Wii,Wii,4,275861,275861,Japan,68965.25
2007,SD Gundam G Generation Spirits,PS2,5,343123,343123,Japan,68624.6
2008,Monster Hunter Freedom Unite,PSP,41,2767350,2767350,Japan,67496.3414634146
2008,Tales of Hearts,DS,3,198971,198971,Japan,66323.6666666667
2018,Super Mario Party,NS,13,853834,853834,Japan,65679.5384615385
2013,Super Mario 3D World,WiiU,7,455455,455455,Japan,65065
2010,Wii Party,Wii,26,1682199,1682199,Japan,64699.9615384615
2012,Resident Evil 6,PS3,13,833381,833381,Japan,64106.2307692308
2012,Taiko no Tatsujin Wii: Super Deluxe Edition,Wii,5,320391,320391,Japan,64078.2
2008,Chrono Trigger,DS,7,443295,443295,Japan,63327.8571428571
2008,Rhythm Heaven,DS,23,1455552,1455552,Japan,63284.8695652174
2013,Shin Gundam Musou,PS3,3,188636,188636,Japan,62878.6666666667
2018,God Eater 3,PS4,3,187962,187962,Japan,62654
2007,Mario & Sonic at the Olympic Games,Wii,6,370666,370666,Japan,61777.6666666667
2017,Dragon Quest XI,PS4,23,1415681,1415681,Japan,61551.347826087
2010,Tales of Graces f,PS3,5,306191,306191,Japan,61238.2
2008,Momotarou Dentetsu 20-Shuunen,DS,3,182095,182095,Japan,60698.3333333333
2013,Gran Turismo 6,PS3,5,300914,300914,Japan,60182.8
2012,Pokemon Mystery Dungeon: Magnagate and the Infinite Labyrinth,3DS,6,360202,360202,Japan,60033.6666666667
2015,Fallout 4,PS4,3,178816,178816,Japan,59605.3333333333
2008,Dynasty Warriors: Gundam 2,PS2,3,178269,178269,Japan,59423
2013,Wii Party U,WiiU,10,585370,585370,Japan,58537
2009,Wii Sports Resort,Wii,28,1632956,1632956,Japan,58319.8571428571
2013,Lightning Returns: Final Fantasy XIII,PS3,7,408143,408143,Japan,58306.1428571429
2012,Call of Duty: Black Ops II,PS3,6,346821,346821,Japan,57803.5
2009,PokePark Wii: Pikachu's Adventure,Wii,5,287608,287608,Japan,57521.6
2015,Doubutsu no Mori: Happy Home Designer,3DS,23,1311582,1311582,Japan,57025.3043478261
2007,Dragon Ball Z: Budokai Tenkaichi 3,PS2,13,313610,739321,Japan,56870.8461538462
2008,Style Savvy,DS,11,624797,624797,Japan,56799.7272727273
2016,Yokai Watch 3,3DS,25,1411450,1411450,Japan,56458
2008,Mobile Suit Gundam: Gundam vs. Gundam,PSP,7,393870,393870,Japan,56267.1428571429
2015,Mobile Suit Gundam: Extreme VS Force,PSV,2,108041,108041,Japan,54020.5
2011,Kirby's Return to Dreamland,Wii,10,532771,532771,Japan,53277.1
2008,Mario Kart Wii,Wii,39,2066116,2066116,Japan,52977.3333333333
2008,PES 2009: Pro Evolution Soccer,PS3,6,316190,316190,Japan,52698.3333333333
2012,Dai-2-Ji Super Robot Taisen OG,PS3,5,263251,263251,Japan,52650.2
2012,Nintendo Land,WiiU,4,209086,209086,Japan,52271.5
2010,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,5,256728,256728,Japan,51345.6
2007,Dynasty Warriors 6,PS3,7,357906,357906,Japan,51129.4285714286
2011,The Legend of Zelda: Skyward Sword,Wii,6,301809,301809,Japan,50301.5
2013,Grand Theft Auto V,PS3,13,652337,652337,Japan,50179.7692307692
2009,Tales of Graces,Wii,4,199922,199922,Japan,49980.5
2008,Dragon Quest V: Hand of the Heavenly Bride,DS,25,1209507,1209507,Japan,48380.28
2007,Crisis Core: Final Fantasy VII,PSP,16,771644,771644,Japan,48227.75
2007,Mario Party 8,Wii,23,1107994,1107994,Japan,48173.652173913
2010,Shining Hearts,PSP,3,141356,141356,Japan,47118.6666666667
2013,God Eater 2,PSV,8,376733,376733,Japan,47091.625
2012,Tales of Xillia 2,PS3,9,423437,423437,Japan,47048.5555555556
2014,Gundam Breaker 2,PS3,2,93359,93359,Japan,46679.5
2009,Samurai Warriors 3,Wii,5,231090,231090,Japan,46218
2007,Tales of Innocence,DS,4,184208,184208,Japan,46052
2011,Call of Duty: Modern Warfare 3,PS3,7,315559,315559,Japan,45079.8571428571
2009,Call of Duty: Modern Warfare 2,PS3,4,179604,179604,Japan,44901
2012,Professor Layton vs Ace Attorney,3DS,5,224307,224307,Japan,44861.4
2009,Pro Evolution Soccer 2010,PS3,9,398612,398612,Japan,44290.2222222222
2018,Monster Hunter: World,PS4,49,2168255,2168255,Japan,44250.1020408163
2017,Yakuza Kiwami 2,PS4,4,176110,176110,Japan,44027.5
2015,Dragon Quest VIII: Journey of the Cursed King,3DS,19,833735,833735,Japan,43880.7894736842
2008,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,DS,4,174244,174244,Japan,43561
2009,Monster Hunter Tri,Wii,23,994840,994840,Japan,43253.9130434783
2013,Call of Duty: Ghosts,PS3,8,345323,345323,Japan,43165.375
2015,Super Mario Maker,WiiU,17,730899,730899,Japan,42994.0588235294
2017,Earth Defense Force 5,PS4,4,171972,171972,Japan,42993
2013,Tomodachi Collection: Shin Seikatsu,3DS,38,1627808,1627808,Japan,42837.0526315789
2007,Power Pro Kun Pocket 10,DS,4,169882,169882,Japan,42470.5
2014,Gundam Breaker 2,PSV,2,84555,84555,Japan,42277.5
2018,Call of Duty: Black Ops IIII,PS4,12,501266,501266,Japan,41772.1666666667
2007,Pro Evolution Soccer 2008,PS3,6,246474,246474,Japan,41079
2012,Monster Hunter Tri,WiiU,4,162320,162320,Japan,40580
2013,Inazuma Eleven GO 3: Galaxy - Supernova,3DS,5,201869,201869,Japan,40373.8
2010,Gods Eater Burst,PSP,10,403242,403242,Japan,40324.2
2015,Mario & Luigi: Paper Jam,3DS,5,199699,199699,Japan,39939.8
2011,One Piece: Gigant Battle 2 Shin Sekai,DS,7,275453,275453,Japan,39350.4285714286
2010,pro evolution soccer 2011,PS3,10,404525,391719,Japan,39171.9
2017,Monster Hunter Double Cross,3DS,42,1641053,1641053,Japan,39072.6904761905
2008,Super Smash Bros. Brawl,Wii,49,1894028,1894028,Japan,38653.6326530612
2007,Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,6,229688,229688,Japan,38281.3333333333
2011,Just Dance Wii,Wii,12,457465,457465,Japan,38122.0833333333
2014,Grand Theft Auto V,PS4,3,113327,113327,Japan,37775.6666666667
2009,Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,4,150817,150817,Japan,37704.25
2017,Call of Duty: WWII,PS4,9,338331,338331,Japan,37592.3333333333
2011,Tales of Xillia,PS3,17,637940,637940,Japan,37525.8823529412
2013,Shingeki no Kyojin ~Hangeki no Tsubasa~,3DS,5,184923,184923,Japan,36984.6
2011,Tongari Boushi to Oshare na Mahou Tsukai,DS,4,147110,147110,Japan,36777.5
2015,Splatoon,WiiU,32,1148163,1148163,Japan,35880.09375
2010,Fossil Fighters: Champions,DS,7,250399,250399,Japan,35771.2857142857
2012,Hot Shots Golf: World Invitational,PS3,6,212472,212472,Japan,35412
2013,World Soccer Winning Eleven 2014,PS3,8,282385,282385,Japan,35298.125
2010,Tongari Boushi to Mahou no Otana,DS,8,282028,282028,Japan,35253.5
2009,Pro Evolution Soccer 2010,PSP,4,140570,140570,Japan,35142.5
2009,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,7,245593,245593,Japan,35084.7142857143
2008,Magician's Quest: Mysterious Times,DS,8,276570,276570,Japan,34571.25
2010,Dragon Quest Monsters: Joker 2,DS,36,1227261,1227261,Japan,34090.5833333333
2011,Hatsune Miku: Project Diva Extend,PSP,8,271100,271100,Japan,33887.5
